Borough,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
City of London,2020-03-13,-12.571428571428571,-6.285714285714286,-11.428571428571429,-15.0,-10.857142857142858,-10.857142857142858
City of London,2020-03-14,-16.571428571428573,-9.0,-17.0,-17.857142857142858,-13.714285714285714,-13.714285714285714
City of London,2020-03-15,-21.428571428571427,-11.857142857142858,-21.428571428571427,-20.857142857142858,-16.714285714285715,-16.714285714285715
City of London,2020-03-16,-25.714285714285715,-14.0,-26.285714285714285,-25.428571428571427,-21.285714285714285,-21.285714285714285
City of London,2020-03-17,-32.57142857142857,-19.0,-32.42857142857143,-32.0,-28.714285714285715,-28.714285714285715
City of London,2020-03-18,-40.57142857142857,-24.428571428571427,-40.285714285714285,-39.285714285714285,-36.857142857142854,-36.857142857142854
City of London,2020-03-19,-48.57142857142857,-29.571428571428573,-47.57142857142857,-46.42857142857143,-43.714285714285715,-43.714285714285715
City of London,2020-03-20,-56.142857142857146,-35.142857142857146,-54.285714285714285,-53.0,-49.57142857142857,-49.57142857142857
City of London,2020-03-21,-64.71428571428571,-40.57142857142857,-62.714285714285715,-60.142857142857146,-56.714285714285715,-56.714285714285715
City of London,2020-03-22,-72.28571428571429,-46.714285714285715,-70.0,-66.28571428571429,-62.857142857142854,-62.857142857142854
City of London,2020-03-23,-79.0,-53.857142857142854,-75.71428571428571,-71.85714285714286,-68.28571428571429,-68.28571428571429
City of London,2020-03-24,-83.57142857142857,-59.42857142857143,-79.71428571428571,-76.28571428571429,-72.0,-72.0
City of London,2020-03-25,-86.71428571428571,-64.57142857142857,-83.0,-79.71428571428571,-75.28571428571429,-75.28571428571429
City of London,2020-03-26,-89.28571428571429,-69.71428571428571,-85.42857142857143,-82.85714285714286,-78.42857142857143,-78.42857142857143
City of London,2020-03-27,-91.28571428571429,-73.85714285714286,-87.42857142857143,-85.57142857142857,-81.28571428571429,-81.28571428571429
City of London,2020-03-28,-92.57142857142857,-76.85714285714286,-88.42857142857143,-87.57142857142857,-83.28571428571429,-83.28571428571429
City of London,2020-03-29,-94.0,-78.71428571428571,-89.42857142857143,-89.0,-84.71428571428571,-84.71428571428571
City of London,2020-03-30,-95.14285714285714,-80.71428571428571,-90.57142857142857,-91.0,-85.57142857142857,-85.57142857142857
City of London,2020-03-31,-95.42857142857143,-81.42857142857143,-91.14285714285714,-91.85714285714286,-86.28571428571429,-86.28571428571429
City of London,2020-04-01,-95.57142857142857,-81.85714285714286,-91.71428571428571,-92.28571428571429,-86.28571428571429,-86.28571428571429
City of London,2020-04-02,-95.71428571428571,-82.14285714285714,-92.0,-92.42857142857143,-86.42857142857143,-86.42857142857143
City of London,2020-04-03,-95.85714285714286,-82.28571428571429,-92.14285714285714,-92.57142857142857,-86.28571428571429,-86.28571428571429
City of London,2020-04-04,-95.85714285714286,-82.28571428571429,-91.85714285714286,-92.57142857142857,-86.28571428571429,-86.28571428571429
City of London,2020-04-05,-95.57142857142857,-81.57142857142857,-91.0,-92.42857142857143,-86.14285714285714,-86.14285714285714
City of London,2020-04-06,-95.71428571428571,-81.71428571428571,-91.28571428571429,-92.42857142857143,-85.85714285714286,-85.85714285714286
City of London,2020-04-07,-95.85714285714286,-81.71428571428571,-91.0,-92.42857142857143,-86.14285714285714,-86.14285714285714
City of London,2020-04-08,-96.0,-81.57142857142857,-90.71428571428571,-92.42857142857143,-86.42857142857143,-86.42857142857143
City of London,2020-04-09,-96.0,-81.14285714285714,-90.28571428571429,-92.42857142857143,-86.14285714285714,-86.14285714285714
City of London,2020-04-10,-96.14285714285714,-81.71428571428571,-90.42857142857143,-92.85714285714286,-87.0,-87.0
City of London,2020-04-11,-96.14285714285714,-81.42857142857143,-90.14285714285714,-92.85714285714286,-87.0,-87.0
City of London,2020-04-12,-96.71428571428571,-82.42857142857143,-90.28571428571429,-93.0,-87.14285714285714,-87.14285714285714
City of London,2020-04-13,-97.14285714285714,-83.28571428571429,-90.85714285714286,-93.57142857142857,-89.57142857142857,-89.57142857142857
City of London,2020-04-14,-97.14285714285714,-83.14285714285714,-91.0,-93.57142857142857,-89.0,-89.0
City of London,2020-04-15,-97.14285714285714,-83.0,-91.14285714285714,-93.57142857142857,-88.57142857142857,-88.57142857142857
City of London,2020-04-16,-97.14285714285714,-83.28571428571429,-91.57142857142857,-93.57142857142857,-88.28571428571429,-88.28571428571429
City of London,2020-04-17,-97.0,-82.57142857142857,-91.57142857142857,-93.14285714285714,-87.28571428571429,-87.28571428571429
City of London,2020-04-18,-97.14285714285714,-82.85714285714286,-92.14285714285714,-93.14285714285714,-87.28571428571429,-87.28571428571429
City of London,2020-04-19,-96.85714285714286,-81.42857142857143,-92.0,-93.0,-87.14285714285714,-87.14285714285714
City of London,2020-04-20,-96.42857142857143,-80.42857142857143,-91.28571428571429,-92.28571428571429,-84.85714285714286,-84.85714285714286
City of London,2020-04-21,-96.42857142857143,-80.57142857142857,-91.14285714285714,-92.28571428571429,-84.85714285714286,-84.85714285714286
City of London,2020-04-22,-96.42857142857143,-80.57142857142857,-91.0,-92.28571428571429,-84.85714285714286,-84.85714285714286
City of London,2020-04-23,-96.42857142857143,-80.57142857142857,-90.71428571428571,-92.28571428571429,-85.14285714285714,-85.14285714285714
City of London,2020-04-24,-96.42857142857143,-80.42857142857143,-90.28571428571429,-92.14285714285714,-84.85714285714286,-84.85714285714286
City of London,2020-04-25,-96.28571428571429,-80.0,-89.57142857142857,-91.85714285714286,-84.57142857142857,-84.57142857142857
City of London,2020-04-26,-96.28571428571429,-80.0,-88.85714285714286,-91.57142857142857,-84.28571428571429,-84.28571428571429
City of London,2020-04-27,-96.28571428571429,-79.85714285714286,-88.85714285714286,-91.57142857142857,-84.14285714285714,-84.14285714285714
City of London,2020-04-28,-96.28571428571429,-80.28571428571429,-89.28571428571429,-91.42857142857143,-84.28571428571429,-84.28571428571429
City of London,2020-04-29,-96.28571428571429,-80.28571428571429,-89.42857142857143,-91.28571428571429,-84.28571428571429,-84.28571428571429
City of London,2020-04-30,-96.42857142857143,-80.42857142857143,-89.57142857142857,-91.14285714285714,-84.28571428571429,-84.28571428571429
City of London,2020-05-01,-96.42857142857143,-80.42857142857143,-89.42857142857143,-91.0,-84.57142857142857,-84.57142857142857
City of London,2020-05-02,-96.42857142857143,-80.42857142857143,-88.85714285714286,-90.85714285714286,-84.42857142857143,-84.42857142857143
City of London,2020-05-03,-96.71428571428571,-80.85714285714286,-89.57142857142857,-91.0,-84.57142857142857,-84.57142857142857
City of London,2020-05-04,-96.85714285714286,-80.85714285714286,-89.14285714285714,-90.85714285714286,-84.57142857142857,-84.57142857142857
City of London,2020-05-05,-96.85714285714286,-80.42857142857143,-88.42857142857143,-90.71428571428571,-84.57142857142857,-84.57142857142857
City of London,2020-05-06,-96.85714285714286,-80.28571428571429,-87.85714285714286,-90.57142857142857,-84.14285714285714,-84.14285714285714
City of London,2020-05-07,-96.71428571428571,-79.85714285714286,-87.14285714285714,-90.42857142857143,-83.57142857142857,-83.57142857142857
City of London,2020-05-08,-96.85714285714286,-80.57142857142857,-86.42857142857143,-90.85714285714286,-83.71428571428571,-83.71428571428571
City of London,2020-05-09,-96.85714285714286,-80.57142857142857,-84.85714285714286,-90.71428571428571,-83.57142857142857,-83.57142857142857
City of London,2020-05-10,-96.85714285714286,-81.0,-84.57142857142857,-90.57142857142857,-83.42857142857143,-83.42857142857143
City of London,2020-05-11,-96.85714285714286,-81.14285714285714,-84.71428571428571,-90.42857142857143,-83.71428571428571,-83.71428571428571
City of London,2020-05-12,-96.85714285714286,-81.0,-84.57142857142857,-90.42857142857143,-83.28571428571429,-83.28571428571429
City of London,2020-05-13,-96.85714285714286,-81.14285714285714,-84.85714285714286,-90.42857142857143,-83.0,-83.0
City of London,2020-05-14,-96.85714285714286,-81.28571428571429,-84.85714285714286,-90.42857142857143,-83.28571428571429,-83.28571428571429
City of London,2020-05-15,-96.71428571428571,-80.28571428571429,-84.57142857142857,-89.85714285714286,-82.85714285714286,-82.85714285714286
City of London,2020-05-16,-96.71428571428571,-80.28571428571429,-85.0,-89.71428571428571,-82.71428571428571,-82.71428571428571
City of London,2020-05-17,-96.14285714285714,-79.28571428571429,-82.14285714285714,-89.14285714285714,-82.14285714285714,-82.14285714285714
City of London,2020-05-18,-96.0,-79.0,-81.28571428571429,-89.0,-81.71428571428571,-81.71428571428571
City of London,2020-05-19,-96.0,-78.57142857142857,-80.57142857142857,-88.71428571428571,-81.85714285714286,-81.85714285714286
City of London,2020-05-20,-96.0,-78.28571428571429,-79.0,-88.42857142857143,-81.57142857142857,-81.57142857142857
City of London,2020-05-21,-96.0,-77.85714285714286,-78.28571428571429,-88.14285714285714,-81.28571428571429,-81.28571428571429
City of London,2020-05-22,-96.0,-77.71428571428571,-78.14285714285714,-87.85714285714286,-80.85714285714286,-80.85714285714286
City of London,2020-05-23,-96.0,-77.57142857142857,-78.42857142857143,-87.14285714285714,-80.14285714285714,-80.14285714285714
City of London,2020-05-24,-96.14285714285714,-77.57142857142857,-78.57142857142857,-86.42857142857143,-79.42857142857143,-79.42857142857143
City of London,2020-05-25,-96.28571428571429,-78.14285714285714,-77.0,-86.71428571428571,-80.28571428571429,-80.28571428571429
City of London,2020-05-26,-96.14285714285714,-78.14285714285714,-76.71428571428571,-86.57142857142857,-80.0,-80.0
City of London,2020-05-27,-96.0,-78.14285714285714,-76.85714285714286,-86.42857142857143,-80.0,-80.0
City of London,2020-05-28,-95.85714285714286,-78.0,-76.71428571428571,-86.28571428571429,-79.71428571428571,-79.71428571428571
City of London,2020-05-29,-95.71428571428571,-77.71428571428571,-76.14285714285714,-86.14285714285714,-79.57142857142857,-79.57142857142857
City of London,2020-05-30,-95.57142857142857,-77.14285714285714,-74.0,-86.0,-79.42857142857143,-79.42857142857143
City of London,2020-05-31,-95.28571428571429,-77.0,-73.14285714285714,-86.14285714285714,-79.57142857142857,-79.57142857142857
City of London,2020-06-01,-95.0,-76.14285714285714,-74.0,-85.57142857142857,-78.71428571428571,-78.71428571428571
City of London,2020-06-02,-95.0,-76.0,-73.71428571428571,-85.42857142857143,-78.42857142857143,-78.42857142857143
City of London,2020-06-03,-95.0,-76.0,-74.42857142857143,-85.28571428571429,-79.0,-79.0
City of London,2020-06-04,-95.14285714285714,-76.14285714285714,-75.0,-85.28571428571429,-78.71428571428571,-78.71428571428571
City of London,2020-06-05,-95.14285714285714,-76.28571428571429,-75.14285714285714,-85.14285714285714,-78.85714285714286,-78.85714285714286
City of London,2020-06-06,-95.28571428571429,-77.14285714285714,-77.85714285714286,-85.28571428571429,-79.0,-79.0
City of London,2020-06-07,-95.42857142857143,-77.14285714285714,-79.0,-85.28571428571429,-79.0,-79.0
City of London,2020-06-08,-95.42857142857143,-77.0,-79.0,-85.14285714285714,-78.42857142857143,-78.42857142857143
City of London,2020-06-09,-95.28571428571429,-76.85714285714286,-78.71428571428571,-85.0,-78.0,-78.0
City of London,2020-06-10,-95.28571428571429,-76.71428571428571,-78.57142857142857,-85.0,-77.42857142857143,-77.42857142857143
City of London,2020-06-11,-95.14285714285714,-76.57142857142857,-78.0,-84.85714285714286,-77.42857142857143,-77.42857142857143
City of London,2020-06-12,-95.14285714285714,-76.57142857142857,-78.28571428571429,-84.71428571428571,-76.71428571428571,-76.71428571428571
City of London,2020-06-13,-94.85714285714286,-75.0,-74.85714285714286,-83.57142857142857,-75.57142857142857,-75.57142857142857
City of London,2020-06-14,-94.71428571428571,-74.71428571428571,-73.14285714285714,-83.28571428571429,-75.28571428571429,-75.28571428571429
City of London,2020-06-15,-94.42857142857143,-74.28571428571429,-72.85714285714286,-83.0,-75.14285714285714,-75.14285714285714
City of London,2020-06-16,-94.28571428571429,-73.85714285714286,-72.85714285714286,-82.85714285714286,-75.14285714285714,-75.14285714285714
City of London,2020-06-17,-94.0,-73.42857142857143,-72.28571428571429,-82.57142857142857,-74.85714285714286,-74.85714285714286
City of London,2020-06-18,-93.85714285714286,-73.0,-72.42857142857143,-82.42857142857143,-75.0,-75.0
City of London,2020-06-19,-93.57142857142857,-72.0,-72.14285714285714,-82.14285714285714,-74.85714285714286,-74.85714285714286
City of London,2020-06-20,-93.14285714285714,-70.42857142857143,-72.85714285714286,-82.0,-74.71428571428571,-74.71428571428571
City of London,2020-06-21,-92.85714285714286,-68.85714285714286,-74.28571428571429,-81.71428571428571,-74.42857142857143,-74.42857142857143
City of London,2020-06-22,-92.85714285714286,-68.57142857142857,-73.42857142857143,-81.57142857142857,-74.71428571428571,-74.71428571428571
City of London,2020-06-23,-92.85714285714286,-68.42857142857143,-72.57142857142857,-81.42857142857143,-74.85714285714286,-74.85714285714286
City of London,2020-06-24,-92.85714285714286,-67.71428571428571,-71.28571428571429,-81.14285714285714,-74.57142857142857,-74.57142857142857
City of London,2020-06-25,-92.71428571428571,-67.28571428571429,-70.0,-80.57142857142857,-74.28571428571429,-74.28571428571429
City of London,2020-06-26,-92.71428571428571,-67.28571428571429,-69.14285714285714,-80.28571428571429,-74.71428571428571,-74.71428571428571
City of London,2020-06-27,-93.0,-68.28571428571429,-71.14285714285714,-80.71428571428571,-75.14285714285714,-75.14285714285714
City of London,2020-06-28,-93.0,-67.57142857142857,-70.85714285714286,-80.28571428571429,-74.71428571428571,-74.71428571428571
City of London,2020-06-29,-93.0,-67.57142857142857,-71.42857142857143,-80.14285714285714,-74.42857142857143,-74.42857142857143
City of London,2020-06-30,-92.85714285714286,-67.85714285714286,-72.57142857142857,-80.0,-74.14285714285714,-74.14285714285714
City of London,2020-07-01,-92.57142857142857,-68.28571428571429,-73.14285714285714,-79.85714285714286,-73.85714285714286,-73.85714285714286
City of London,2020-07-02,-92.42857142857143,-68.57142857142857,-73.85714285714286,-80.0,-73.71428571428571,-73.71428571428571
City of London,2020-07-03,-92.14285714285714,-68.57142857142857,-73.42857142857143,-79.85714285714286,-73.42857142857143,-73.42857142857143
City of London,2020-07-04,-91.14285714285714,-68.14285714285714,-72.28571428571429,-78.71428571428571,-72.28571428571429,-72.28571428571429
City of London,2020-07-05,-90.28571428571429,-68.14285714285714,-71.14285714285714,-77.71428571428571,-71.28571428571429,-71.28571428571429
City of London,2020-07-06,-89.71428571428571,-68.14285714285714,-70.57142857142857,-77.42857142857143,-71.0,-71.0
City of London,2020-07-07,-89.28571428571429,-68.0,-69.71428571428571,-77.14285714285714,-71.0,-71.0
City of London,2020-07-08,-89.14285714285714,-68.0,-69.85714285714286,-77.0,-71.0,-71.0
City of London,2020-07-09,-88.85714285714286,-67.85714285714286,-69.28571428571429,-76.57142857142857,-70.57142857142857,-70.57142857142857
City of London,2020-07-10,-88.57142857142857,-67.71428571428571,-68.85714285714286,-76.14285714285714,-70.14285714285714,-70.14285714285714
City of London,2020-07-11,-88.42857142857143,-67.28571428571429,-66.0,-75.57142857142857,-69.57142857142857,-69.57142857142857
City of London,2020-07-12,-88.28571428571429,-66.85714285714286,-64.14285714285714,-75.14285714285714,-69.14285714285714,-69.14285714285714
City of London,2020-07-13,-88.28571428571429,-66.85714285714286,-62.714285714285715,-75.0,-68.57142857142857,-68.57142857142857
City of London,2020-07-14,-88.14285714285714,-66.57142857142857,-61.714285714285715,-74.85714285714286,-68.28571428571429,-68.28571428571429
City of London,2020-07-15,-87.71428571428571,-66.28571428571429,-60.142857142857146,-74.57142857142857,-68.0,-68.0
City of London,2020-07-16,-87.28571428571429,-66.14285714285714,-59.142857142857146,-74.57142857142857,-67.71428571428571,-67.71428571428571
City of London,2020-07-17,-87.0,-66.0,-58.0,-74.57142857142857,-67.57142857142857,-67.57142857142857
City of London,2020-07-18,-86.42857142857143,-65.71428571428571,-57.285714285714285,-74.28571428571429,-67.28571428571429,-67.28571428571429
City of London,2020-07-19,-86.14285714285714,-66.28571428571429,-58.857142857142854,-74.57142857142857,-67.57142857142857,-67.57142857142857
City of London,2020-07-20,-85.85714285714286,-66.0,-58.714285714285715,-74.57142857142857,-67.57142857142857,-67.57142857142857
City of London,2020-07-21,-85.57142857142857,-65.71428571428571,-58.0,-74.28571428571429,-67.0,-67.0
City of London,2020-07-22,-85.42857142857143,-65.28571428571429,-57.0,-74.14285714285714,-66.71428571428571,-66.71428571428571
City of London,2020-07-23,-85.42857142857143,-65.0,-56.142857142857146,-74.0,-66.42857142857143,-66.42857142857143
City of London,2020-07-24,-85.28571428571429,-65.0,-55.714285714285715,-73.85714285714286,-66.42857142857143,-66.42857142857143
City of London,2020-07-25,-85.14285714285714,-65.57142857142857,-57.714285714285715,-73.71428571428571,-66.28571428571429,-66.28571428571429
City of London,2020-07-26,-84.42857142857143,-65.0,-56.142857142857146,-72.85714285714286,-65.42857142857143,-65.42857142857143
City of London,2020-07-27,-84.42857142857143,-65.28571428571429,-57.285714285714285,-72.71428571428571,-65.57142857142857,-65.57142857142857
City of London,2020-07-28,-84.42857142857143,-65.28571428571429,-57.42857142857143,-72.71428571428571,-65.85714285714286,-65.85714285714286
City of London,2020-07-29,-84.28571428571429,-65.28571428571429,-57.142857142857146,-72.57142857142857,-66.14285714285714,-66.14285714285714
City of London,2020-07-30,-83.85714285714286,-65.28571428571429,-57.0,-72.28571428571429,-66.28571428571429,-66.28571428571429
City of London,2020-07-31,-83.57142857142857,-65.42857142857143,-57.42857142857143,-72.14285714285714,-66.57142857142857,-66.57142857142857
City of London,2020-08-01,-83.0,-64.85714285714286,-56.142857142857146,-71.71428571428571,-66.14285714285714,-66.14285714285714
City of London,2020-08-02,-82.85714285714286,-64.28571428571429,-56.42857142857143,-71.42857142857143,-65.85714285714286,-65.85714285714286
City of London,2020-08-03,-82.28571428571429,-64.0,-56.42857142857143,-71.28571428571429,-65.71428571428571,-65.71428571428571
City of London,2020-08-04,-81.71428571428571,-64.0,-56.142857142857146,-71.14285714285714,-65.85714285714286,-65.85714285714286
City of London,2020-08-05,-81.0,-64.0,-56.42857142857143,-71.0,-65.57142857142857,-65.57142857142857
City of London,2020-08-06,-80.71428571428571,-63.857142857142854,-56.285714285714285,-71.0,-65.71428571428571,-65.71428571428571
City of London,2020-08-07,-80.42857142857143,-63.57142857142857,-56.285714285714285,-71.0,-65.42857142857143,-65.42857142857143
City of London,2020-08-08,-80.28571428571429,-63.57142857142857,-56.42857142857143,-71.57142857142857,-66.0,-66.0
City of London,2020-08-09,-80.0,-63.857142857142854,-56.857142857142854,-72.14285714285714,-66.57142857142857,-66.57142857142857
City of London,2020-08-10,-79.57142857142857,-63.714285714285715,-55.57142857142857,-71.85714285714286,-66.85714285714286,-66.85714285714286
City of London,2020-08-11,-79.14285714285714,-63.42857142857143,-55.285714285714285,-71.71428571428571,-66.71428571428571,-66.71428571428571
City of London,2020-08-12,-79.0,-63.142857142857146,-55.142857142857146,-71.71428571428571,-67.14285714285714,-67.14285714285714
City of London,2020-08-13,-79.0,-63.0,-55.857142857142854,-71.71428571428571,-67.42857142857143,-67.42857142857143
City of London,2020-08-14,-79.0,-63.285714285714285,-56.42857142857143,-71.71428571428571,-67.28571428571429,-67.28571428571429
City of London,2020-08-15,-78.57142857142857,-63.42857142857143,-56.142857142857146,-71.0,-66.57142857142857,-66.57142857142857
City of London,2020-08-16,-78.14285714285714,-63.42857142857143,-55.57142857142857,-70.57142857142857,-66.14285714285714,-66.14285714285714
City of London,2020-08-17,-78.0,-63.285714285714285,-55.57142857142857,-70.57142857142857,-66.85714285714286,-66.85714285714286
City of London,2020-08-18,-77.71428571428571,-63.285714285714285,-55.42857142857143,-70.57142857142857,-67.71428571428571,-67.71428571428571
City of London,2020-08-19,-77.71428571428571,-63.714285714285715,-56.57142857142857,-70.42857142857143,-68.42857142857143,-68.42857142857143
City of London,2020-08-20,-77.42857142857143,-63.57142857142857,-55.285714285714285,-70.14285714285714,-69.0,-69.0
City of London,2020-08-21,-77.28571428571429,-63.142857142857146,-55.285714285714285,-70.0,-70.0,-70.0
City of London,2020-08-22,-77.0,-65.0952380952381,-56.76190476190476,-69.42857142857143,-69.42857142857143,-69.42857142857143
City of London,2020-08-23,-76.71428571428571,-67.42857142857143,-58.857142857142854,-68.85714285714286,-68.85714285714286,-68.85714285714286
City of London,2020-08-24,-76.42857142857143,-67.28571428571429,-59.42857142857143,-68.71428571428571,-68.71428571428571,-68.71428571428571
City of London,2020-08-25,-76.42857142857143,-67.28571428571429,-61.0,-68.57142857142857,-68.57142857142857,-68.57142857142857
City of London,2020-08-26,-75.85714285714286,-66.57142857142857,-60.42857142857143,-68.28571428571429,-68.28571428571429,-68.28571428571429
City of London,2020-08-27,-75.85714285714286,-66.71428571428571,-63.0,-68.28571428571429,-68.28571428571429,-68.28571428571429
City of London,2020-08-28,-75.57142857142857,-66.57142857142857,-64.14285714285714,-68.0,-68.0,-68.0
City of London,2020-08-29,-75.14285714285714,-66.19047619047619,-63.80952380952381,-67.71428571428571,-67.71428571428571,-67.71428571428571
City of London,2020-08-30,-74.0,-65.28571428571428,-63.142857142857146,-67.28571428571429,-67.28571428571429,-67.28571428571429
City of London,2020-08-31,-75.14285714285714,-66.42857142857143,-63.57142857142857,-68.28571428571429,-68.28571428571429,-68.28571428571429
City of London,2020-09-01,-75.28571428571429,-66.14285714285714,-63.142857142857146,-68.0,-68.0,-68.0
City of London,2020-09-02,-75.71428571428571,-66.14285714285714,-63.714285714285715,-68.0,-68.0,-68.0
City of London,2020-09-03,-75.42857142857143,-65.85714285714286,-63.142857142857146,-67.85714285714286,-67.85714285714286,-67.85714285714286
City of London,2020-09-04,-75.14285714285714,-65.71428571428571,-62.42857142857143,-67.71428571428571,-67.71428571428571,-67.71428571428571
City of London,2020-09-05,-74.57142857142857,-65.47619047619048,-62.523809523809526,-68.14285714285714,-68.14285714285714,-68.14285714285714
City of London,2020-09-06,-74.57142857142857,-65.61904761904762,-62.80952380952381,-68.57142857142857,-68.57142857142857,-68.57142857142857
City of London,2020-09-07,-73.28571428571429,-64.33333333333334,-63.80952380952381,-67.28571428571429,-67.28571428571429,-67.28571428571429
City of London,2020-09-08,-72.71428571428571,-63.90476190476191,-63.952380952380956,-67.14285714285714,-67.14285714285714,-67.14285714285714
City of London,2020-09-09,-72.28571428571429,-63.61904761904763,-63.66666666666667,-66.85714285714286,-66.85714285714286,-66.85714285714286
City of London,2020-09-10,-71.71428571428571,-63.04761904761905,-62.952380952380956,-66.42857142857143,-66.42857142857143,-66.42857142857143
City of London,2020-09-11,-71.42857142857143,-62.761904761904766,-63.38095238095239,-66.0,-65.57142857142857,-65.57142857142857
City of London,2020-09-12,-71.28571428571429,-60.57142857142858,-64.28571428571429,-66.28571428571429,-65.85714285714286,-65.85714285714286
City of London,2020-09-13,-71.57142857142857,-58.00000000000001,-64.85714285714286,-66.85714285714286,-66.42857142857143,-66.42857142857143
City of London,2020-09-14,-71.42857142857143,-57.57142857142858,-63.857142857142854,-66.71428571428571,-65.28571428571429,-65.28571428571429
City of London,2020-09-15,-71.28571428571429,-57.28571428571429,-64.0,-66.28571428571429,-64.28571428571429,-64.28571428571429
City of London,2020-09-16,-71.0,-57.14285714285715,-64.0,-66.14285714285714,-63.42857142857143,-63.42857142857143
City of London,2020-09-17,-70.85714285714286,-57.14285714285715,-64.0,-66.14285714285714,-62.857142857142854,-62.857142857142854
City of London,2020-09-18,-70.71428571428571,-57.14285714285715,-64.0,-66.14285714285714,-62.285714285714285,-62.285714285714285
City of London,2020-09-19,-70.28571428571429,-56.42857142857144,-63.42857142857143,-65.85714285714286,-62.0,-62.0
City of London,2020-09-20,-70.0,-56.42857142857144,-63.0,-65.42857142857143,-61.57142857142857,-61.57142857142857
City of London,2020-09-21,-69.71428571428571,-56.57142857142858,-63.285714285714285,-65.42857142857143,-61.57142857142857,-61.57142857142857
City of London,2020-09-22,-69.42857142857143,-56.57142857142858,-63.285714285714285,-65.57142857142857,-61.285714285714285,-61.285714285714285
City of London,2020-09-23,-69.71428571428571,-57.14285714285715,-65.0,-65.85714285714286,-61.285714285714285,-61.285714285714285
City of London,2020-09-24,-70.14285714285714,-57.57142857142858,-66.85714285714286,-66.14285714285714,-60.857142857142854,-60.857142857142854
City of London,2020-09-25,-70.42857142857143,-57.85714285714287,-68.14285714285714,-66.28571428571429,-60.857142857142854,-60.857142857142854
City of London,2020-09-26,-70.42857142857143,-58.42857142857144,-69.28571428571429,-66.28571428571429,-60.857142857142854,-60.857142857142854
City of London,2020-09-27,-70.57142857142857,-58.85714285714287,-71.0,-66.42857142857143,-61.0,-61.0
City of London,2020-09-28,-70.85714285714286,-59.00000000000001,-71.85714285714286,-66.71428571428571,-61.285714285714285,-61.285714285714285
City of London,2020-09-29,-71.42857142857143,-59.57142857142858,-73.0,-67.0,-61.0,-61.0
City of London,2020-09-30,-71.42857142857143,-59.57142857142858,-73.42857142857143,-67.0,-60.714285714285715,-60.714285714285715
City of London,2020-10-01,-71.28571428571429,-59.28571428571429,-73.28571428571429,-67.0,-60.0,-60.0
City of London,2020-10-02,-71.71428571428571,-59.71428571428572,-73.71428571428571,-67.14285714285714,-60.142857142857146,-60.142857142857146
City of London,2020-10-03,-72.42857142857143,-59.28571428571429,-74.57142857142857,-67.28571428571429,-60.285714285714285,-60.285714285714285
City of London,2020-10-04,-73.0,-60.71428571428572,-75.85714285714286,-67.85714285714286,-60.857142857142854,-60.857142857142854
City of London,2020-10-05,-73.28571428571429,-60.57142857142858,-76.42857142857143,-67.85714285714286,-59.857142857142854,-59.857142857142854
City of London,2020-10-06,-73.42857142857143,-60.28571428571429,-77.0,-67.85714285714286,-60.0,-60.0
City of London,2020-10-07,-73.42857142857143,-59.71428571428572,-76.57142857142857,-68.0,-59.42857142857143,-59.42857142857143
City of London,2020-10-08,-73.57142857142857,-59.57142857142858,-76.71428571428571,-68.14285714285714,-59.714285714285715,-59.714285714285715
City of London,2020-10-09,-73.14285714285714,-59.00000000000001,-76.14285714285714,-68.14285714285714,-59.142857142857146,-59.142857142857146
City of London,2020-10-10,-72.28571428571429,-58.00000000000001,-74.85714285714286,-68.0,-59.0,-59.0
City of London,2020-10-11,-71.0,-55.00000000000001,-73.14285714285714,-67.14285714285714,-58.142857142857146,-58.142857142857146
City of London,2020-10-12,-71.0,-55.28571428571429,-73.28571428571429,-67.14285714285714,-58.285714285714285,-58.285714285714285
City of London,2020-10-13,-71.0,-55.71428571428572,-73.57142857142857,-67.28571428571429,-58.285714285714285,-58.285714285714285
City of London,2020-10-14,-71.0,-55.85714285714287,-74.0,-67.28571428571429,-58.57142857142857,-58.57142857142857
City of London,2020-10-15,-70.85714285714286,-55.85714285714287,-74.0,-67.14285714285714,-58.57142857142857,-58.57142857142857
City of London,2020-10-16,-70.71428571428571,-55.42857142857144,-73.71428571428571,-67.0,-58.57142857142857,-58.57142857142857
City of London,2020-10-17,-72.0,-56.28571428571429,-74.14285714285714,-67.71428571428571,-59.285714285714285,-59.285714285714285
City of London,2020-10-18,-73.14285714285714,-57.57142857142858,-74.28571428571429,-68.85714285714286,-60.42857142857143,-60.42857142857143
City of London,2020-10-19,-73.28571428571429,-57.28571428571429,-74.14285714285714,-69.14285714285714,-60.42857142857143,-60.42857142857143
City of London,2020-10-20,-73.57142857142857,-56.85714285714287,-73.57142857142857,-69.42857142857143,-60.57142857142857,-60.57142857142857
City of London,2020-10-21,-74.28571428571429,-57.14285714285715,-74.14285714285714,-69.71428571428571,-60.57142857142857,-60.57142857142857
City of London,2020-10-22,-74.57142857142857,-57.14285714285715,-74.0,-70.0,-60.57142857142857,-60.57142857142857
City of London,2020-10-23,-74.85714285714286,-57.28571428571429,-74.0,-70.42857142857143,-60.42857142857143,-60.42857142857143
City of London,2020-10-24,-74.57142857142857,-57.28571428571429,-75.28571428571429,-70.0,-60.0,-60.0
City of London,2020-10-25,-74.0,-56.71428571428572,-76.28571428571429,-69.71428571428571,-59.714285714285715,-59.714285714285715
